市場,代號,公司簡稱,公告日期,異動情形,新任者,舊任者,生效日期,異動原因,公告來源
上市,6464,台數科 代：中投有線電視(股)公司,108/02/26,辭職,職缺待補,江宜欣,108/03/05,辭職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6464"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,2889,國票金 代：國際票券金融公司,108/02/26,職務調整,王運強,侯文楚,108/02/26董事會核定通過，俟呈報主管機關核准後生效。,業務需要,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2889"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,2483,百容,108/02/25,新任,王慧雅,陳志順,108/01/18,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2483"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,3014,聯陽,108/02/22,職務調整,陳孟竹,莊靜怡,108/03/01,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3014"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上櫃,6588,東典光電,108/02/20,新任,彭儷雯,不適用,108/02/20,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6588"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
興櫃,3184,微邦,108/02/20,職務調整,張益壽,蔡淑玲,108/02/20,為配合公司經營管理，原任內部稽核主管及發言人蔡淑玲專案經理自108/02/20起調任董事長室特助，新任內部稽核主管及發言人由張益壽處長擔任,"{""KIND"": ""U"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3184"", ""TYPEK"": ""rotc"", ""year"": ""2019""}"
上市,8482,商億-KY,108/02/18,職務調整,李淑君,林群凱,108/02/18,人事異動,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8482"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上櫃,8080,泰霖,108/02/12,新任,陳婉榕,無,108/02/12,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8080"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,8472,夠麻吉,108/02/11,新任,郭蓓娟,簡秀珍,108/02/11,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8472"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,8038,長園科,108/02/01,內部職務調整,謝育臻,張乃文,108/02/01,集團內部職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8038"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,6576,逸達,108/01/31,職務調整,黃若華,沈佳鈴,108/01/31,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6576"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,3520,華盈,108/01/31,辭職,遺缺待補,林金好,108/01/31,個人生涯規劃,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3520"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,2740,華軒,108/01/31,辭職,,蔡佩其,108/02/01,個人生涯規劃,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2740"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,6527,明達醫,108/01/30,辭任,陳惠玉,周家儀,108/01/30,辭任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6527"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,3272,東碩,108/01/30,新任,陳書慧,不適用,108/01/30,本公司於108/01/30董事會通過內部稽核主管任用案,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3272"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上市,2406,國碩,108/01/28,辭職,賴侃薪,廖盛吉,108/02/12,原稽核主管預計108/02/12辭職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2406"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
公開發行,8988,大屯有線,108/01/25,新任,莊雅淇,不適用,108/01/25,新任,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8988"", ""TYPEK"": ""pub"", ""year"": ""2019""}"
上市,6464,台數科 代：大屯有線電視(股)公司,108/01/25,新任,莊雅淇,不適用,108/01/25,子公司大屯有線電視(股)公司內部稽核主管：新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6464"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,1439,雋揚,108/01/25,職務調整,張智凱,韓元泰,108/01/25,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1439"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上櫃,5490,同亨,108/01/23,職務調整,朱美玟,徐壬謙,108/01/23,內部職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5490"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上市,1438,三地開發,108/01/22,新任,曾仁德,黃陳雪昭,108/01/22,新任到職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1438"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,1409,新纖,108/01/22,職務調整,翁炎松,許毓麟,108/01/22,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1409"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,9941,裕融,108/01/21,職務調整,王秋蕙,劉秀文,108/01/21,公司內部職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""9941"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上櫃,8080,泰霖,108/01/21,辭職,,張瓅洺,108/01/21,辭職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8080"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,4529,淳紳,108/01/21,職務調整,藍靜嫻,林育成,108/01/21,董事會決議通過任職為內部稽核主管。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4529"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,4903,聯光通,108/01/19,新任,林倩雪,張嘉昇,108/01/19,董事會通過新任內部稽核主管任命案,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4903"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,6499,益安 代：達亞國際股份有限公司,108/01/18,新任,許玉靜,不適用,108/01/18,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6499"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,6114,久威,108/01/18,辭職,職缺待補,姚欣男,108/01/17,個人生涯規劃,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6114"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,3666,光耀,108/01/18,退休,,鍾志輝,108/01/18,退休,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3666"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上市,2483,百容,108/01/18,新任,王慧雅,陳志順,108/01/18,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2483"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
公開發行,5858,臺銀,108/01/16,退休,盧純真,陳櫻桂,108/01/15,依財政部108年1月11日台財人字第10808601110號函及臺灣金融控股股份有限公司108年1月15日金控行乙密字第10800005061號函辦理。,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5858"", ""TYPEK"": ""pub"", ""year"": ""2019""}"
上櫃,6588,東典光電,108/01/11,辭職,吳曉君,洪敏嘉,108/2/1,個人生涯規劃,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6588"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上市,6225,天瀚,108/01/09,職務調整,謝勝淇,陳柏宇,108/01/09,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6225"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上櫃,4163,鐿鈦,108/01/07,留職停薪,邱雅蘭,邱依萍,108/01/07,原內部稽核主管申請育嬰留職停薪。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4163"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,8054,安國,108/01/02,職務調整,,何菊華,108/01/02,內部職務調任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8054"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上市,5906,台南-KY,108/01/02,職務調整,余欣玫,蔡旻宏,108/01/02,董事會決議通過任命,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5906"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
公開發行,1819,豐鼎,108/01/02,辭職,,鄭秉宸,108/01/02,個人生涯規劃,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1819"", ""TYPEK"": ""pub"", ""year"": ""2019""}"
上市,1341,富林-KY,108/01/01,辭職,,林育淦,108/1/31,個人生涯規劃,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1341"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,2483,百容,107/12/28,辭職,,陳志順,107/12/28,個人生涯規劃,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2483"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
上市,1717,長興,107/12/28,退休,王筠絜,李尚衡,108/02/01,原稽核主管李尚衡協理將於108/02/17屆齡退休，經董事會解任並委任新任稽核主管。,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1717"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
上市,1709,和益,107/12/28,職務調整,曾筱茜,游本詮,108/01/01,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1709"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
上市,1438,三地開發,107/12/28,辭職,黃陳雪昭,莊金維,107/12/31,辭職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1438"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
上市,6655,科定,107/12/27,職務調整,陳盈均,張泳村,107/12/27,本公司原任內部稽核主管張泳村另有任用。,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6655"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
上櫃,3441,聯一光電,107/12/27,辭職,,江文銓,107/12/31,因個人職涯規劃離職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3441"", ""TYPEK"": ""otc"", ""year"": ""2018""}"
上市,2939,永邑-KY,107/12/27,新任,林峰正,不適用,107/12/27,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2939"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
上市,2880,華南金,107/12/27,退休,黃碧娥,林能通,報經主管機關核准後生效。,退休,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2880"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
上市,5244,弘凱,107/12/26,職務調整,邱炎璋,胡瀞尹,108/01/01,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5244"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
上櫃,4903,聯光通,107/12/26,職務調整,張嘉昇,劉沂貞,107/12/26,轉調舊任者至總經理室服務,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4903"", ""TYPEK"": ""otc"", ""year"": ""2018""}"
上櫃,8908,欣雄,107/12/25,退休,,劉沛緹,107/12/31,申請退休,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8908"", ""TYPEK"": ""otc"", ""year"": ""2018""}"
興櫃,6622,百聿數碼,107/12/25,職務調整,鄭伊伶,彭柏軒,107/12/25,本公司營運所需職務調整,"{""KIND"": ""U"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6622"", ""TYPEK"": ""rotc"", ""year"": ""2018""}"
上市,4739,康普 代：天弘化學股份有限公司,107/12/25,職務調整,暫缺，將另尋專責人員,王良佐,108/01/01,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4739"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
上市,2431,聯昌,107/12/25,辭職,,章志傑,107/12/25,辭職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2431"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
上櫃,5543,桓鼎-KY,107/12/24,職務調整,林明智,李紋萱,107/12/24,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5543"", ""TYPEK"": ""otc"", ""year"": ""2018""}"
上櫃,4105,東洋,107/12/24,職務調整,,吳文華,107/12/24,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4105"", ""TYPEK"": ""otc"", ""year"": ""2018""}"
上櫃,8080,泰霖,107/12/22,職務調整,張瓅洺,陳婉榕,107/12/22,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8080"", ""TYPEK"": ""otc"", ""year"": ""2018""}"
上櫃,3272,東碩,107/12/22,新任,陳書慧,朱紋儀,107/12/22,"原舊任者因個人生涯規劃請辭,本次為補舊任遺缺","{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3272"", ""TYPEK"": ""otc"", ""year"": ""2018""}"
上櫃,8354,冠好,107/12/21,職務調整,何志平,朱惠禎,107/12/21,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8354"", ""TYPEK"": ""otc"", ""year"": ""2018""}"
上櫃,6432,今展科,107/12/21,職務調整,粘元馨,廖淑君,107/12/21,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6432"", ""TYPEK"": ""otc"", ""year"": ""2018""}"
上市,6224,聚鼎,107/12/21,職務調整,蔡政憲,黃鳳蘭,107/12/21,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6224"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
上市,6205,詮欣,107/12/21,職務調整,羅孟函,徐瑋莉,107/12/21,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6205"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
上市,3308,聯德,107/12/21,新任,謝佩君,黃秋華,107/12/21,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3308"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
上市,2890,永豐金,107/12/21,職務調整,陳志松,廖達德,俟主管機關核准後生效,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2890"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
上市,1906,寶隆,107/12/21,辭職,周玉慧,鍾志祥,107/12/21,辭職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1906"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
上櫃,6134,萬旭,107/12/20,新任,朱紋儀,王月貞,107/12/20,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6134"", ""TYPEK"": ""otc"", ""year"": ""2018""}"
上櫃,2751,王座,107/12/20,新任,黃琦崴,不適用,107/12/20,107/12/20董事會通過新任稽核主管任命案。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2751"", ""TYPEK"": ""otc"", ""year"": ""2018""}"
上櫃,3490,單井 代：單井精密工業(昆山)有限公司,107/12/19,新任,張瑩,朱紅芳,2017/12/19,原稽核主管屆齡退休,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3490"", ""TYPEK"": ""otc"", ""year"": ""2018""}"
上市,2882,國泰金 代：國泰投信,107/12/19,職務調整,李志強,黃雅新,108/01/01,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2882"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
興櫃,8458,影一,107/12/18,職務調整,盧惠華,鄭健逢,108/01/01,職務調整,"{""KIND"": ""U"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8458"", ""TYPEK"": ""rotc"", ""year"": ""2018""}"
上市,4927,泰鼎-KY,107/12/18,職務調整,何佳蓉,楊欣望,107/12/18,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4927"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
上櫃,6461,益得,107/12/17,辭職,,曾若婷,107/12/17,個人生涯規劃,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6461"", ""TYPEK"": ""otc"", ""year"": ""2018""}"
上市,2002,中鋼,107/12/17,退休,張世宗,王華傑,108/02/28,屆齡退休,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2002"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
公開發行,1775,大東樹脂,107/12/17,新任,周兆彥,不適用,107/12/17,本公司稽核主管聘任,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1775"", ""TYPEK"": ""pub"", ""year"": ""2018""}"
上櫃,4529,淳紳,107/12/14,辭職,,林育成,107/12/14,個人生涯規劃,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4529"", ""TYPEK"": ""otc"", ""year"": ""2018""}"
上櫃,3322,建舜電,107/12/14,新任,劉秀梅,不適用,107/12/14,董事會決議通過新任為內部稽核主管,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3322"", ""TYPEK"": ""otc"", ""year"": ""2018""}"
興櫃,6682,華旭先進,107/12/13,新任,連彗杏,無,107/12/13,新任,"{""KIND"": ""U"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6682"", ""TYPEK"": ""rotc"", ""year"": ""2018""}"
上櫃,6561,是方,107/12/13,新任,何星嶽,不適用,107/12/13,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6561"", ""TYPEK"": ""otc"", ""year"": ""2018""}"
興櫃,6483,原創生醫,107/12/13,職務調整,吳旻昱,不適用,107/11/23,新任,"{""KIND"": ""U"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6483"", ""TYPEK"": ""rotc"", ""year"": ""2018""}"
上市,2430,燦坤,107/12/13,辭職,不適用,汪碧玉,107/12/13,個人職涯規劃,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2430"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
興櫃,4546,長亨,107/12/12,新任,張瓊如,李靜儀,107/09/03,董事會決議通過內部稽核主管任命案。,"{""KIND"": ""U"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4546"", ""TYPEK"": ""rotc"", ""year"": ""2018""}"
上櫃,4503,金雨,107/12/12,新任,劉芳伶,不適用,107/12/12,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4503"", ""TYPEK"": ""otc"", ""year"": ""2018""}"
上櫃,4166,友霖,107/12/11,職務調整,許品瑜,李文暉,107/12/11,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4166"", ""TYPEK"": ""otc"", ""year"": ""2018""}"
上市,3308,聯德,107/12/07,辭職,遺缺待補,張玉玲,107/12/07,個人生涯規劃,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3308"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
上櫃,6803,崑鼎 代：裕鼎(股)公司,107/12/06,職務調整,陳堯鴻,李函澤,107/12/07,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6803"", ""TYPEK"": ""otc"", ""year"": ""2018""}"
上市,3447,展達,107/12/06,職務調整,邱顯盛,黃文成,108/01/01,內部職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3447"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
上市,6722,輝創,107/12/05,職務調整,吳筑平,黃元輝,107/12/05,本公司內部職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6722"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
興櫃,6580,台睿,107/12/04,新任,曾若婷,許品瑜,107/12/18,新任者經107/12/04董事會決議通過。,"{""KIND"": ""U"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6580"", ""TYPEK"": ""rotc"", ""year"": ""2018""}"
上櫃,4711,永純 代：神揚工業(股)公司,107/12/03,職務調整,游佳凌,伍美玲,107/12/03,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4711"", ""TYPEK"": ""otc"", ""year"": ""2018""}"
上櫃,3118,進階,107/11/29,職務調整,賴建安,無,107/11/30,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3118"", ""TYPEK"": ""otc"", ""year"": ""2018""}"
上市,2885,元大金 代：元大商業銀行,107/11/29,新任,曾小娟,無,107/11/29,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2885"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
興櫃,2741,老四川,107/11/29,新任,陳盈志,不適用,107/11/29,新任,"{""KIND"": ""U"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2741"", ""TYPEK"": ""rotc"", ""year"": ""2018""}"
上市,5880,合庫金 代：合作金庫商業銀行,107/11/28,新任,李國忠,不適用,107/11/28,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5880"", ""TYPEK"": ""sii"", ""year"": ""2018""}"
